"","network_name","network","seeding_strategy","seed_selection_strategy","pp","network_id","seed_count","no_of_seeds","no_of_activated","no_of_iterations","saved_seeds"
"4701","ml_arxiv_pp_0.05_029_.mpx","arxiv","ss","neighborhood",0.05,29,0.02,281,2269,8,0
"4702","ml_arxiv_pp_0.05_029_.mpx","arxiv","ss","neighborhood",0.05,29,0.05,703,2717,8,0
"4703","ml_arxiv_pp_0.05_029_.mpx","arxiv","ss","neighborhood",0.05,29,0.1,1406,3424,6,0
"4704","ml_arxiv_pp_0.05_029_.mpx","arxiv","ss","neighborhood",0.05,29,0.2,2813,4584,5,0
"4705","ml_arxiv_pp_0.05_030_.mpx","arxiv","ss","neighborhood",0.05,30,0.02,281,2405,14,0
"4706","ml_arxiv_pp_0.05_030_.mpx","arxiv","ss","neighborhood",0.05,30,0.05,703,2826,9,0
"4707","ml_arxiv_pp_0.05_030_.mpx","arxiv","ss","neighborhood",0.05,30,0.1,1406,3460,6,0
"4708","ml_arxiv_pp_0.05_030_.mpx","arxiv","ss","neighborhood",0.05,30,0.2,2813,4617,5,0
"4709","ml_arxiv_pp_0.05_031_.mpx","arxiv","ss","neighborhood",0.05,31,0.02,281,2399,10,0
"4710","ml_arxiv_pp_0.05_031_.mpx","arxiv","ss","neighborhood",0.05,31,0.05,703,2776,7,0
"4711","ml_arxiv_pp_0.05_031_.mpx","arxiv","ss","neighborhood",0.05,31,0.1,1406,3434,6,0
"4712","ml_arxiv_pp_0.05_031_.mpx","arxiv","ss","neighborhood",0.05,31,0.2,2813,4617,5,0
"4713","ml_arxiv_pp_0.05_032_.mpx","arxiv","ss","neighborhood",0.05,32,0.02,281,2380,9,0
"4714","ml_arxiv_pp_0.05_032_.mpx","arxiv","ss","neighborhood",0.05,32,0.05,703,2839,7,0
"4715","ml_arxiv_pp_0.05_032_.mpx","arxiv","ss","neighborhood",0.05,32,0.1,1406,3491,6,0
"4716","ml_arxiv_pp_0.05_032_.mpx","arxiv","ss","neighborhood",0.05,32,0.2,2813,4613,5,0
"4717","ml_arxiv_pp_0.05_033_.mpx","arxiv","ss","neighborhood",0.05,33,0.02,281,2375,10,0
"4718","ml_arxiv_pp_0.05_033_.mpx","arxiv","ss","neighborhood",0.05,33,0.05,703,2869,8,0
"4719","ml_arxiv_pp_0.05_033_.mpx","arxiv","ss","neighborhood",0.05,33,0.1,1406,3558,7,0
"4720","ml_arxiv_pp_0.05_033_.mpx","arxiv","ss","neighborhood",0.05,33,0.2,2813,4675,5,0
"4721","ml_arxiv_pp_0.05_034_.mpx","arxiv","ss","neighborhood",0.05,34,0.02,281,2272,10,0
"4722","ml_arxiv_pp_0.05_034_.mpx","arxiv","ss","neighborhood",0.05,34,0.05,703,2773,8,0
"4723","ml_arxiv_pp_0.05_034_.mpx","arxiv","ss","neighborhood",0.05,34,0.1,1406,3391,6,0
"4724","ml_arxiv_pp_0.05_034_.mpx","arxiv","ss","neighborhood",0.05,34,0.2,2813,4622,5,0
"4725","ml_arxiv_pp_0.05_035_.mpx","arxiv","ss","neighborhood",0.05,35,0.02,281,2338,10,0
"4726","ml_arxiv_pp_0.05_035_.mpx","arxiv","ss","neighborhood",0.05,35,0.05,703,2803,7,0
"4727","ml_arxiv_pp_0.05_035_.mpx","arxiv","ss","neighborhood",0.05,35,0.1,1406,3438,6,0
"4728","ml_arxiv_pp_0.05_035_.mpx","arxiv","ss","neighborhood",0.05,35,0.2,2813,4632,5,0
"4729","ml_arxiv_pp_0.05_036_.mpx","arxiv","ss","neighborhood",0.05,36,0.02,281,2306,9,0
"4730","ml_arxiv_pp_0.05_036_.mpx","arxiv","ss","neighborhood",0.05,36,0.05,703,2733,6,0
"4731","ml_arxiv_pp_0.05_036_.mpx","arxiv","ss","neighborhood",0.05,36,0.1,1406,3449,6,0
"4732","ml_arxiv_pp_0.05_036_.mpx","arxiv","ss","neighborhood",0.05,36,0.2,2813,4597,5,0
"4733","ml_arxiv_pp_0.05_037_.mpx","arxiv","ss","neighborhood",0.05,37,0.02,281,2335,10,0
"4734","ml_arxiv_pp_0.05_037_.mpx","arxiv","ss","neighborhood",0.05,37,0.05,703,2863,8,0
"4735","ml_arxiv_pp_0.05_037_.mpx","arxiv","ss","neighborhood",0.05,37,0.1,1406,3465,6,0
"4736","ml_arxiv_pp_0.05_037_.mpx","arxiv","ss","neighborhood",0.05,37,0.2,2813,4657,5,0
"4737","ml_arxiv_pp_0.05_038_.mpx","arxiv","ss","neighborhood",0.05,38,0.02,281,2391,10,0
"4738","ml_arxiv_pp_0.05_038_.mpx","arxiv","ss","neighborhood",0.05,38,0.05,703,2896,7,0
"4739","ml_arxiv_pp_0.05_038_.mpx","arxiv","ss","neighborhood",0.05,38,0.1,1406,3549,7,0
"4740","ml_arxiv_pp_0.05_038_.mpx","arxiv","ss","neighborhood",0.05,38,0.2,2813,4658,5,0
"4741","ml_arxiv_pp_0.05_039_.mpx","arxiv","ss","neighborhood",0.05,39,0.02,281,2214,13,0
"4742","ml_arxiv_pp_0.05_039_.mpx","arxiv","ss","neighborhood",0.05,39,0.05,703,2770,7,0
"4743","ml_arxiv_pp_0.05_039_.mpx","arxiv","ss","neighborhood",0.05,39,0.1,1406,3417,7,0
"4744","ml_arxiv_pp_0.05_039_.mpx","arxiv","ss","neighborhood",0.05,39,0.2,2813,4585,6,0
"4745","ml_arxiv_pp_0.05_040_.mpx","arxiv","ss","neighborhood",0.05,40,0.02,281,2334,11,0
"4746","ml_arxiv_pp_0.05_040_.mpx","arxiv","ss","neighborhood",0.05,40,0.05,703,2773,8,0
"4747","ml_arxiv_pp_0.05_040_.mpx","arxiv","ss","neighborhood",0.05,40,0.1,1406,3474,6,0
"4748","ml_arxiv_pp_0.05_040_.mpx","arxiv","ss","neighborhood",0.05,40,0.2,2813,4688,6,0
"4749","ml_arxiv_pp_0.05_041_.mpx","arxiv","ss","neighborhood",0.05,41,0.02,281,2290,9,0
"4750","ml_arxiv_pp_0.05_041_.mpx","arxiv","ss","neighborhood",0.05,41,0.05,703,2756,8,0
"4751","ml_arxiv_pp_0.05_041_.mpx","arxiv","ss","neighborhood",0.05,41,0.1,1406,3414,6,0
"4752","ml_arxiv_pp_0.05_041_.mpx","arxiv","ss","neighborhood",0.05,41,0.2,2813,4579,5,0
"4753","ml_arxiv_pp_0.05_042_.mpx","arxiv","ss","neighborhood",0.05,42,0.02,281,2326,10,0
"4754","ml_arxiv_pp_0.05_042_.mpx","arxiv","ss","neighborhood",0.05,42,0.05,703,2726,8,0
"4755","ml_arxiv_pp_0.05_042_.mpx","arxiv","ss","neighborhood",0.05,42,0.1,1406,3414,7,0
"4756","ml_arxiv_pp_0.05_042_.mpx","arxiv","ss","neighborhood",0.05,42,0.2,2813,4637,5,0
"4757","ml_arxiv_pp_0.05_043_.mpx","arxiv","ss","neighborhood",0.05,43,0.02,281,2259,9,0
"4758","ml_arxiv_pp_0.05_043_.mpx","arxiv","ss","neighborhood",0.05,43,0.05,703,2726,8,0
"4759","ml_arxiv_pp_0.05_043_.mpx","arxiv","ss","neighborhood",0.05,43,0.1,1406,3426,8,0
"4760","ml_arxiv_pp_0.05_043_.mpx","arxiv","ss","neighborhood",0.05,43,0.2,2813,4569,5,0
"4761","ml_arxiv_pp_0.05_044_.mpx","arxiv","ss","neighborhood",0.05,44,0.02,281,2287,11,0
"4762","ml_arxiv_pp_0.05_044_.mpx","arxiv","ss","neighborhood",0.05,44,0.05,703,2754,8,0
"4763","ml_arxiv_pp_0.05_044_.mpx","arxiv","ss","neighborhood",0.05,44,0.1,1406,3407,6,0
"4764","ml_arxiv_pp_0.05_044_.mpx","arxiv","ss","neighborhood",0.05,44,0.2,2813,4602,5,0
"4765","ml_arxiv_pp_0.05_045_.mpx","arxiv","ss","neighborhood",0.05,45,0.02,281,2294,9,0
"4766","ml_arxiv_pp_0.05_045_.mpx","arxiv","ss","neighborhood",0.05,45,0.05,703,2805,8,0
"4767","ml_arxiv_pp_0.05_045_.mpx","arxiv","ss","neighborhood",0.05,45,0.1,1406,3446,7,0
"4768","ml_arxiv_pp_0.05_045_.mpx","arxiv","ss","neighborhood",0.05,45,0.2,2813,4580,7,0
"4769","ml_arxiv_pp_0.05_046_.mpx","arxiv","ss","neighborhood",0.05,46,0.02,281,2243,9,0
"4770","ml_arxiv_pp_0.05_046_.mpx","arxiv","ss","neighborhood",0.05,46,0.05,703,2785,8,0
"4771","ml_arxiv_pp_0.05_046_.mpx","arxiv","ss","neighborhood",0.05,46,0.1,1406,3481,6,0
"4772","ml_arxiv_pp_0.05_046_.mpx","arxiv","ss","neighborhood",0.05,46,0.2,2813,4649,5,0
"4773","ml_arxiv_pp_0.05_047_.mpx","arxiv","ss","neighborhood",0.05,47,0.02,281,2288,9,0
"4774","ml_arxiv_pp_0.05_047_.mpx","arxiv","ss","neighborhood",0.05,47,0.05,703,2809,8,0
"4775","ml_arxiv_pp_0.05_047_.mpx","arxiv","ss","neighborhood",0.05,47,0.1,1406,3461,5,0
"4776","ml_arxiv_pp_0.05_047_.mpx","arxiv","ss","neighborhood",0.05,47,0.2,2813,4592,5,0
"4777","ml_arxiv_pp_0.05_048_.mpx","arxiv","ss","neighborhood",0.05,48,0.02,281,2234,9,0
"4778","ml_arxiv_pp_0.05_048_.mpx","arxiv","ss","neighborhood",0.05,48,0.05,703,2765,7,0
"4779","ml_arxiv_pp_0.05_048_.mpx","arxiv","ss","neighborhood",0.05,48,0.1,1406,3424,7,0
"4780","ml_arxiv_pp_0.05_048_.mpx","arxiv","ss","neighborhood",0.05,48,0.2,2813,4599,6,0
"4781","ml_arxiv_pp_0.05_049_.mpx","arxiv","ss","neighborhood",0.05,49,0.02,281,2298,10,0
"4782","ml_arxiv_pp_0.05_049_.mpx","arxiv","ss","neighborhood",0.05,49,0.05,703,2758,7,0
"4783","ml_arxiv_pp_0.05_049_.mpx","arxiv","ss","neighborhood",0.05,49,0.1,1406,3386,6,0
"4784","ml_arxiv_pp_0.05_049_.mpx","arxiv","ss","neighborhood",0.05,49,0.2,2813,4554,5,0
"4785","ml_arxiv_pp_0.05_050_.mpx","arxiv","ss","neighborhood",0.05,50,0.02,281,2289,11,0
"4786","ml_arxiv_pp_0.05_050_.mpx","arxiv","ss","neighborhood",0.05,50,0.05,703,2779,9,0
"4787","ml_arxiv_pp_0.05_050_.mpx","arxiv","ss","neighborhood",0.05,50,0.1,1406,3445,6,0
"4788","ml_arxiv_pp_0.05_050_.mpx","arxiv","ss","neighborhood",0.05,50,0.2,2813,4668,5,0
"4789","ml_arxiv_pp_0.05_051_.mpx","arxiv","ss","neighborhood",0.05,51,0.02,281,2350,9,0
"4790","ml_arxiv_pp_0.05_051_.mpx","arxiv","ss","neighborhood",0.05,51,0.05,703,2724,7,0
"4791","ml_arxiv_pp_0.05_051_.mpx","arxiv","ss","neighborhood",0.05,51,0.1,1406,3347,5,0
"4792","ml_arxiv_pp_0.05_051_.mpx","arxiv","ss","neighborhood",0.05,51,0.2,2813,4556,5,0
"4793","ml_arxiv_pp_0.05_052_.mpx","arxiv","ss","neighborhood",0.05,52,0.02,281,2367,9,0
"4794","ml_arxiv_pp_0.05_052_.mpx","arxiv","ss","neighborhood",0.05,52,0.05,703,2816,7,0
"4795","ml_arxiv_pp_0.05_052_.mpx","arxiv","ss","neighborhood",0.05,52,0.1,1406,3500,6,0
"4796","ml_arxiv_pp_0.05_052_.mpx","arxiv","ss","neighborhood",0.05,52,0.2,2813,4639,5,0
"4797","ml_arxiv_pp_0.05_053_.mpx","arxiv","ss","neighborhood",0.05,53,0.02,281,2336,9,0
"4798","ml_arxiv_pp_0.05_053_.mpx","arxiv","ss","neighborhood",0.05,53,0.05,703,2823,7,0
"4799","ml_arxiv_pp_0.05_053_.mpx","arxiv","ss","neighborhood",0.05,53,0.1,1406,3474,6,0
"4800","ml_arxiv_pp_0.05_053_.mpx","arxiv","ss","neighborhood",0.05,53,0.2,2813,4681,5,0
"4801","ml_arxiv_pp_0.05_054_.mpx","arxiv","ss","neighborhood",0.05,54,0.02,281,2309,8,0
"4802","ml_arxiv_pp_0.05_054_.mpx","arxiv","ss","neighborhood",0.05,54,0.05,703,2770,6,0
"4803","ml_arxiv_pp_0.05_054_.mpx","arxiv","ss","neighborhood",0.05,54,0.1,1406,3494,6,0
"4804","ml_arxiv_pp_0.05_054_.mpx","arxiv","ss","neighborhood",0.05,54,0.2,2813,4651,5,0
"4805","ml_arxiv_pp_0.05_055_.mpx","arxiv","ss","neighborhood",0.05,55,0.02,281,2334,9,0
"4806","ml_arxiv_pp_0.05_055_.mpx","arxiv","ss","neighborhood",0.05,55,0.05,703,2757,8,0
"4807","ml_arxiv_pp_0.05_055_.mpx","arxiv","ss","neighborhood",0.05,55,0.1,1406,3429,7,0
"4808","ml_arxiv_pp_0.05_055_.mpx","arxiv","ss","neighborhood",0.05,55,0.2,2813,4638,5,0
"4809","ml_arxiv_pp_0.05_056_.mpx","arxiv","ss","neighborhood",0.05,56,0.02,281,2227,11,0
"4810","ml_arxiv_pp_0.05_056_.mpx","arxiv","ss","neighborhood",0.05,56,0.05,703,2711,8,0
"4811","ml_arxiv_pp_0.05_056_.mpx","arxiv","ss","neighborhood",0.05,56,0.1,1406,3437,6,0
"4812","ml_arxiv_pp_0.05_056_.mpx","arxiv","ss","neighborhood",0.05,56,0.2,2813,4635,5,0
"4813","ml_arxiv_pp_0.05_057_.mpx","arxiv","ss","neighborhood",0.05,57,0.02,281,2314,10,0
"4814","ml_arxiv_pp_0.05_057_.mpx","arxiv","ss","neighborhood",0.05,57,0.05,703,2793,8,0
"4815","ml_arxiv_pp_0.05_057_.mpx","arxiv","ss","neighborhood",0.05,57,0.1,1406,3445,6,0
"4816","ml_arxiv_pp_0.05_057_.mpx","arxiv","ss","neighborhood",0.05,57,0.2,2813,4564,6,0
"4817","ml_arxiv_pp_0.05_058_.mpx","arxiv","ss","neighborhood",0.05,58,0.02,281,2294,10,0
"4818","ml_arxiv_pp_0.05_058_.mpx","arxiv","ss","neighborhood",0.05,58,0.05,703,2769,8,0
"4819","ml_arxiv_pp_0.05_058_.mpx","arxiv","ss","neighborhood",0.05,58,0.1,1406,3441,7,0
"4820","ml_arxiv_pp_0.05_058_.mpx","arxiv","ss","neighborhood",0.05,58,0.2,2813,4604,5,0
"4821","ml_arxiv_pp_0.05_059_.mpx","arxiv","ss","neighborhood",0.05,59,0.02,281,2248,8,0
"4822","ml_arxiv_pp_0.05_059_.mpx","arxiv","ss","neighborhood",0.05,59,0.05,703,2772,7,0
"4823","ml_arxiv_pp_0.05_059_.mpx","arxiv","ss","neighborhood",0.05,59,0.1,1406,3416,6,0
"4824","ml_arxiv_pp_0.05_059_.mpx","arxiv","ss","neighborhood",0.05,59,0.2,2813,4655,5,0
"4825","ml_arxiv_pp_0.05_060_.mpx","arxiv","ss","neighborhood",0.05,60,0.02,281,2285,11,0
"4826","ml_arxiv_pp_0.05_060_.mpx","arxiv","ss","neighborhood",0.05,60,0.05,703,2821,9,0
"4827","ml_arxiv_pp_0.05_060_.mpx","arxiv","ss","neighborhood",0.05,60,0.1,1406,3497,7,0
"4828","ml_arxiv_pp_0.05_060_.mpx","arxiv","ss","neighborhood",0.05,60,0.2,2813,4626,6,0
"4829","ml_arxiv_pp_0.05_061_.mpx","arxiv","ss","neighborhood",0.05,61,0.02,281,2345,9,0
"4830","ml_arxiv_pp_0.05_061_.mpx","arxiv","ss","neighborhood",0.05,61,0.05,703,2821,9,0
"4831","ml_arxiv_pp_0.05_061_.mpx","arxiv","ss","neighborhood",0.05,61,0.1,1406,3494,6,0
"4832","ml_arxiv_pp_0.05_061_.mpx","arxiv","ss","neighborhood",0.05,61,0.2,2813,4660,5,0
"4833","ml_arxiv_pp_0.05_062_.mpx","arxiv","ss","neighborhood",0.05,62,0.02,281,2325,10,0
"4834","ml_arxiv_pp_0.05_062_.mpx","arxiv","ss","neighborhood",0.05,62,0.05,703,2797,7,0
"4835","ml_arxiv_pp_0.05_062_.mpx","arxiv","ss","neighborhood",0.05,62,0.1,1406,3411,6,0
"4836","ml_arxiv_pp_0.05_062_.mpx","arxiv","ss","neighborhood",0.05,62,0.2,2813,4591,5,0
"4837","ml_arxiv_pp_0.05_063_.mpx","arxiv","ss","neighborhood",0.05,63,0.02,281,2267,10,0
"4838","ml_arxiv_pp_0.05_063_.mpx","arxiv","ss","neighborhood",0.05,63,0.05,703,2746,8,0
"4839","ml_arxiv_pp_0.05_063_.mpx","arxiv","ss","neighborhood",0.05,63,0.1,1406,3392,6,0
"4840","ml_arxiv_pp_0.05_063_.mpx","arxiv","ss","neighborhood",0.05,63,0.2,2813,4555,5,0
"4841","ml_arxiv_pp_0.05_064_.mpx","arxiv","ss","neighborhood",0.05,64,0.02,281,2383,11,0
"4842","ml_arxiv_pp_0.05_064_.mpx","arxiv","ss","neighborhood",0.05,64,0.05,703,2801,10,0
"4843","ml_arxiv_pp_0.05_064_.mpx","arxiv","ss","neighborhood",0.05,64,0.1,1406,3473,8,0
"4844","ml_arxiv_pp_0.05_064_.mpx","arxiv","ss","neighborhood",0.05,64,0.2,2813,4637,5,0
"4845","ml_arxiv_pp_0.05_065_.mpx","arxiv","ss","neighborhood",0.05,65,0.02,281,2231,11,0
"4846","ml_arxiv_pp_0.05_065_.mpx","arxiv","ss","neighborhood",0.05,65,0.05,703,2709,7,0
"4847","ml_arxiv_pp_0.05_065_.mpx","arxiv","ss","neighborhood",0.05,65,0.1,1406,3375,6,0
"4848","ml_arxiv_pp_0.05_065_.mpx","arxiv","ss","neighborhood",0.05,65,0.2,2813,4592,5,0
"4849","ml_arxiv_pp_0.05_066_.mpx","arxiv","ss","neighborhood",0.05,66,0.02,281,2228,10,0
"4850","ml_arxiv_pp_0.05_066_.mpx","arxiv","ss","neighborhood",0.05,66,0.05,703,2775,8,0
"4851","ml_arxiv_pp_0.05_066_.mpx","arxiv","ss","neighborhood",0.05,66,0.1,1406,3413,5,0
"4852","ml_arxiv_pp_0.05_066_.mpx","arxiv","ss","neighborhood",0.05,66,0.2,2813,4604,5,0
"4853","ml_arxiv_pp_0.05_067_.mpx","arxiv","ss","neighborhood",0.05,67,0.02,281,2381,10,0
"4854","ml_arxiv_pp_0.05_067_.mpx","arxiv","ss","neighborhood",0.05,67,0.05,703,2757,8,0
"4855","ml_arxiv_pp_0.05_067_.mpx","arxiv","ss","neighborhood",0.05,67,0.1,1406,3402,6,0
"4856","ml_arxiv_pp_0.05_067_.mpx","arxiv","ss","neighborhood",0.05,67,0.2,2813,4639,4,0
"4857","ml_arxiv_pp_0.05_068_.mpx","arxiv","ss","neighborhood",0.05,68,0.02,281,2323,8,0
"4858","ml_arxiv_pp_0.05_068_.mpx","arxiv","ss","neighborhood",0.05,68,0.05,703,2850,7,0
"4859","ml_arxiv_pp_0.05_068_.mpx","arxiv","ss","neighborhood",0.05,68,0.1,1406,3480,6,0
"4860","ml_arxiv_pp_0.05_068_.mpx","arxiv","ss","neighborhood",0.05,68,0.2,2813,4592,5,0
"4861","ml_arxiv_pp_0.05_069_.mpx","arxiv","ss","neighborhood",0.05,69,0.02,281,2323,10,0
"4862","ml_arxiv_pp_0.05_069_.mpx","arxiv","ss","neighborhood",0.05,69,0.05,703,2753,8,0
"4863","ml_arxiv_pp_0.05_069_.mpx","arxiv","ss","neighborhood",0.05,69,0.1,1406,3364,6,0
"4864","ml_arxiv_pp_0.05_069_.mpx","arxiv","ss","neighborhood",0.05,69,0.2,2813,4549,5,0
"4865","ml_arxiv_pp_0.05_070_.mpx","arxiv","ss","neighborhood",0.05,70,0.02,281,2363,10,0
"4866","ml_arxiv_pp_0.05_070_.mpx","arxiv","ss","neighborhood",0.05,70,0.05,703,2776,9,0
"4867","ml_arxiv_pp_0.05_070_.mpx","arxiv","ss","neighborhood",0.05,70,0.1,1406,3443,9,0
"4868","ml_arxiv_pp_0.05_070_.mpx","arxiv","ss","neighborhood",0.05,70,0.2,2813,4601,5,0
"4869","ml_arxiv_pp_0.05_071_.mpx","arxiv","ss","neighborhood",0.05,71,0.02,281,2369,9,0
"4870","ml_arxiv_pp_0.05_071_.mpx","arxiv","ss","neighborhood",0.05,71,0.05,703,2893,9,0
"4871","ml_arxiv_pp_0.05_071_.mpx","arxiv","ss","neighborhood",0.05,71,0.1,1406,3532,7,0
"4872","ml_arxiv_pp_0.05_071_.mpx","arxiv","ss","neighborhood",0.05,71,0.2,2813,4657,6,0
"4873","ml_arxiv_pp_0.05_072_.mpx","arxiv","ss","neighborhood",0.05,72,0.02,281,2328,11,0
"4874","ml_arxiv_pp_0.05_072_.mpx","arxiv","ss","neighborhood",0.05,72,0.05,703,2828,8,0
"4875","ml_arxiv_pp_0.05_072_.mpx","arxiv","ss","neighborhood",0.05,72,0.1,1406,3451,6,0
"4876","ml_arxiv_pp_0.05_072_.mpx","arxiv","ss","neighborhood",0.05,72,0.2,2813,4598,5,0
"4877","ml_arxiv_pp_0.05_073_.mpx","arxiv","ss","neighborhood",0.05,73,0.02,281,2334,13,0
"4878","ml_arxiv_pp_0.05_073_.mpx","arxiv","ss","neighborhood",0.05,73,0.05,703,2827,8,0
"4879","ml_arxiv_pp_0.05_073_.mpx","arxiv","ss","neighborhood",0.05,73,0.1,1406,3472,6,0
"4880","ml_arxiv_pp_0.05_073_.mpx","arxiv","ss","neighborhood",0.05,73,0.2,2813,4625,5,0
"4881","ml_arxiv_pp_0.05_074_.mpx","arxiv","ss","neighborhood",0.05,74,0.02,281,2211,8,0
"4882","ml_arxiv_pp_0.05_074_.mpx","arxiv","ss","neighborhood",0.05,74,0.05,703,2716,7,0
"4883","ml_arxiv_pp_0.05_074_.mpx","arxiv","ss","neighborhood",0.05,74,0.1,1406,3390,7,0
"4884","ml_arxiv_pp_0.05_074_.mpx","arxiv","ss","neighborhood",0.05,74,0.2,2813,4518,6,0
"4885","ml_arxiv_pp_0.05_075_.mpx","arxiv","ss","neighborhood",0.05,75,0.02,281,2361,10,0
"4886","ml_arxiv_pp_0.05_075_.mpx","arxiv","ss","neighborhood",0.05,75,0.05,703,2836,9,0
"4887","ml_arxiv_pp_0.05_075_.mpx","arxiv","ss","neighborhood",0.05,75,0.1,1406,3467,6,0
"4888","ml_arxiv_pp_0.05_075_.mpx","arxiv","ss","neighborhood",0.05,75,0.2,2813,4590,5,0
"4889","ml_arxiv_pp_0.05_076_.mpx","arxiv","ss","neighborhood",0.05,76,0.02,281,2266,14,0
"4890","ml_arxiv_pp_0.05_076_.mpx","arxiv","ss","neighborhood",0.05,76,0.05,703,2731,8,0
"4891","ml_arxiv_pp_0.05_076_.mpx","arxiv","ss","neighborhood",0.05,76,0.1,1406,3415,6,0
"4892","ml_arxiv_pp_0.05_076_.mpx","arxiv","ss","neighborhood",0.05,76,0.2,2813,4598,5,0
"4893","ml_arxiv_pp_0.05_077_.mpx","arxiv","ss","neighborhood",0.05,77,0.02,281,2299,8,0
"4894","ml_arxiv_pp_0.05_077_.mpx","arxiv","ss","neighborhood",0.05,77,0.05,703,2768,7,0
"4895","ml_arxiv_pp_0.05_077_.mpx","arxiv","ss","neighborhood",0.05,77,0.1,1406,3445,6,0
"4896","ml_arxiv_pp_0.05_077_.mpx","arxiv","ss","neighborhood",0.05,77,0.2,2813,4658,5,0
"4897","ml_arxiv_pp_0.05_078_.mpx","arxiv","ss","neighborhood",0.05,78,0.02,281,2276,9,0
"4898","ml_arxiv_pp_0.05_078_.mpx","arxiv","ss","neighborhood",0.05,78,0.05,703,2744,7,0
"4899","ml_arxiv_pp_0.05_078_.mpx","arxiv","ss","neighborhood",0.05,78,0.1,1406,3390,6,0
"4900","ml_arxiv_pp_0.05_078_.mpx","arxiv","ss","neighborhood",0.05,78,0.2,2813,4596,5,0
"4901","ml_arxiv_pp_0.05_079_.mpx","arxiv","ss","neighborhood",0.05,79,0.02,281,2298,11,0
"4902","ml_arxiv_pp_0.05_079_.mpx","arxiv","ss","neighborhood",0.05,79,0.05,703,2800,9,0
"4903","ml_arxiv_pp_0.05_079_.mpx","arxiv","ss","neighborhood",0.05,79,0.1,1406,3475,6,0
"4904","ml_arxiv_pp_0.05_079_.mpx","arxiv","ss","neighborhood",0.05,79,0.2,2813,4630,6,0
"4905","ml_arxiv_pp_0.05_080_.mpx","arxiv","ss","neighborhood",0.05,80,0.02,281,2298,10,0
"4906","ml_arxiv_pp_0.05_080_.mpx","arxiv","ss","neighborhood",0.05,80,0.05,703,2796,8,0
"4907","ml_arxiv_pp_0.05_080_.mpx","arxiv","ss","neighborhood",0.05,80,0.1,1406,3473,8,0
"4908","ml_arxiv_pp_0.05_080_.mpx","arxiv","ss","neighborhood",0.05,80,0.2,2813,4602,5,0
"4909","ml_arxiv_pp_0.05_081_.mpx","arxiv","ss","neighborhood",0.05,81,0.02,281,2257,8,0
"4910","ml_arxiv_pp_0.05_081_.mpx","arxiv","ss","neighborhood",0.05,81,0.05,703,2816,8,0
"4911","ml_arxiv_pp_0.05_081_.mpx","arxiv","ss","neighborhood",0.05,81,0.1,1406,3409,6,0
"4912","ml_arxiv_pp_0.05_081_.mpx","arxiv","ss","neighborhood",0.05,81,0.2,2813,4596,6,0
"4913","ml_arxiv_pp_0.05_082_.mpx","arxiv","ss","neighborhood",0.05,82,0.02,281,2290,8,0
"4914","ml_arxiv_pp_0.05_082_.mpx","arxiv","ss","neighborhood",0.05,82,0.05,703,2767,7,0
"4915","ml_arxiv_pp_0.05_082_.mpx","arxiv","ss","neighborhood",0.05,82,0.1,1406,3434,6,0
"4916","ml_arxiv_pp_0.05_082_.mpx","arxiv","ss","neighborhood",0.05,82,0.2,2813,4599,5,0
"4917","ml_arxiv_pp_0.05_083_.mpx","arxiv","ss","neighborhood",0.05,83,0.02,281,2249,13,0
"4918","ml_arxiv_pp_0.05_083_.mpx","arxiv","ss","neighborhood",0.05,83,0.05,703,2772,12,0
"4919","ml_arxiv_pp_0.05_083_.mpx","arxiv","ss","neighborhood",0.05,83,0.1,1406,3476,7,0
"4920","ml_arxiv_pp_0.05_083_.mpx","arxiv","ss","neighborhood",0.05,83,0.2,2813,4592,5,0
"4921","ml_arxiv_pp_0.05_084_.mpx","arxiv","ss","neighborhood",0.05,84,0.02,281,2288,9,0
"4922","ml_arxiv_pp_0.05_084_.mpx","arxiv","ss","neighborhood",0.05,84,0.05,703,2813,9,0
"4923","ml_arxiv_pp_0.05_084_.mpx","arxiv","ss","neighborhood",0.05,84,0.1,1406,3466,6,0
"4924","ml_arxiv_pp_0.05_084_.mpx","arxiv","ss","neighborhood",0.05,84,0.2,2813,4680,5,0
"4925","ml_arxiv_pp_0.05_085_.mpx","arxiv","ss","neighborhood",0.05,85,0.02,281,2284,9,0
"4926","ml_arxiv_pp_0.05_085_.mpx","arxiv","ss","neighborhood",0.05,85,0.05,703,2752,8,0
"4927","ml_arxiv_pp_0.05_085_.mpx","arxiv","ss","neighborhood",0.05,85,0.1,1406,3438,7,0
"4928","ml_arxiv_pp_0.05_085_.mpx","arxiv","ss","neighborhood",0.05,85,0.2,2813,4622,5,0
"4929","ml_arxiv_pp_0.05_086_.mpx","arxiv","ss","neighborhood",0.05,86,0.02,281,2352,12,0
"4930","ml_arxiv_pp_0.05_086_.mpx","arxiv","ss","neighborhood",0.05,86,0.05,703,2854,7,0
"4931","ml_arxiv_pp_0.05_086_.mpx","arxiv","ss","neighborhood",0.05,86,0.1,1406,3483,6,0
"4932","ml_arxiv_pp_0.05_086_.mpx","arxiv","ss","neighborhood",0.05,86,0.2,2813,4592,5,0
"4933","ml_arxiv_pp_0.05_087_.mpx","arxiv","ss","neighborhood",0.05,87,0.02,281,2349,13,0
"4934","ml_arxiv_pp_0.05_087_.mpx","arxiv","ss","neighborhood",0.05,87,0.05,703,2782,7,0
